x,y,z
35.950482274248714,79.43115683785004,a
-11.124807107520205,-10.84658444662449,a
12.877262238122762,44.75581815667192,a
25.965593957948357,25.635648296203954,a
46.37460625988109,-11.708806659789559,a
46.38537951050241,6.24052882085698,a
63.20676674348956,6.31721491674125,a
32.3931272610499,5.7374220401706,a
59.53443745277133,45.28713650551015,a
49.13142721611785,38.51717013308752,a
46.71837005878759,19.106346838284026,a
-47.9315396815968,53.97216160610071,a
84.96389506280272,74.84782941803098,a
62.5283929949857,60.12579493103789,a
70.35891072419368,84.39960541589625,a
94.27134155021886,21.813733513312286,a
81.8467426658447,75.91488943175369,a
58.30121212449685,117.20948950914863,a
55.8322649573347,44.39174010490325,a
44.944211750391354,83.2840442187117,a
79.08517019620064,115.78910879061067,a
60.550279242504615,93.14766843267245,a
133.63174024659497,91.12160261397332,a
46.844626993392716,123.53275448281806,a
57.27015741452209,160.7294673410197,a
114.56028178611437,132.12833887384733,a
76.61277115518041,132.21403800415806,a
82.80110574263104,151.02185672195168,a
81.7858666529101,158.71954432278687,a
147.0669989728652,139.23196890253837,a
68.78673340072162,174.94844952660168,a
94.65200960728707,176.48963070606123,a
120.58298651195842,196.82249179064894,a
70.36355135821032,172.91881141942065,a
72.16621313275195,123.90719420708564,a
133.63311640421233,238.19390600071114,a
151.56988949445557,224.9751458375074,a
119.1524036426365,169.69398735907362,a
143.46522727321377,201.3894896257242,a
106.74482449225373,213.12139333522651,a
138.31611149670852,193.88471639004206,a
129.17853712846426,261.7210153801266,a
165.90364436193795,199.07419888253605,a
102.58120423808039,282.5149513687059,a
154.08344067043956,253.160180562752,a
116.7113047068548,213.94803326571076,a
146.5134078749924,220.64137471376898,a
164.2353253136985,232.6168254989493,a
146.0866270891321,238.75652169876037,a
118.45097493994838,264.0081169955032,a
143.20244758627953,259.37288985399744,a
154.9590037629413,235.88927469977034,a
91.353140831699,261.6549743038172,a
137.0631924203661,252.04648626799246,a
77.21395539439729,159.98694057332733,a
134.5066966341942,137.9341940884197,a
120.98138072593169,198.6602667838635,a
134.00132392253514,203.97276018290518,a
140.61909653178577,212.74914607891725,a
173.3403742258963,183.9993435723531,a
169.21983152751747,189.14706667719724,a
121.36202456542239,190.4666977699203,a
158.9263798047992,254.16990327660096,a
147.43600830428406,225.78546002683817,a
129.53322584512176,279.4009424046519,a
155.53069428232575,229.21990552536175,a
156.75568463103687,279.52880865777746,a
164.83751736362595,321.6172863014326,a
244.45343672320575,242.14039421409285,a
160.71539105059,259.3883874573489,a
181.2648910117058,238.9441443020583,a
216.59032825167517,323.64406144295106,a
209.75349248829178,306.650704827384,a
222.48405931384045,299.67395154196623,a
215.36246834719444,277.12754848136933,a
223.5708210061722,290.3930638739047,a
285.62461985558974,258.11900896145806,a
160.2427652277582,314.9515575408385,a
212.63257546622611,338.63154130208756,a
212.81014220495828,309.7266446286999,a
202.79074910965699,326.1794223450477,a
185.43880891289282,335.77170500344414,a
233.0814231548722,361.06523991798775,a
208.2138505902622,314.75086452819494,a
226.523769409161,361.1972527831766,a
222.93831918359285,299.36727945588905,a
254.494314221968,331.1373416146689,a
228.2060160233624,331.03552385114915,a
232.40050188144522,321.70458717374055,a
297.7815282842655,329.5889694027756,a
233.76639214936068,314.46852686590603,a
262.1668750355277,326.39448250955013,a
236.91713183171586,300.6090188663502,a
265.94903252314515,310.87544125370925,a
299.35618404600626,306.1565946982639,a
287.4779862456729,310.9057986553389,a
271.21038722317064,342.17115210218634,a
294.1642922759853,306.03523129432733,a
273.6112462839309,334.67555516496145,a
243.24526953997213,267.3166012215852,a
321.3220096961117,336.74204069789477,a
263.3797161723302,335.4876375228835,a
350.1781878451926,296.7912059081581,a
336.3797564315088,277.23647572653636,a
312.0751090053732,342.23707036168264,a
327.5165638341048,291.9257617139916,a
331.732251305645,288.7338135884921,a
303.5798466394789,292.7823645941975,a
325.9610979216584,320.5868529959644,a
346.3146706401414,309.35359554353414,a
347.4428007933727,322.67387492110674,a
316.30976881683097,314.48710005795726,a
379.08684640445153,331.39625038065833,a
344.3156248500806,340.476904302236,a
345.9922627329081,286.83439286896635,a
384.8641955806358,315.0725239404858,a
360.6478570150394,327.5513738968057,a
383.4884001068494,315.6285236041824,a
367.69451316785177,299.0571465247733,a
366.20779900864414,316.65671520725647,a
394.2307317509445,371.8554358259768,a
341.44679030791923,342.02978421001046,a
399.485697307252,328.72021884092874,a
401.0516065193228,394.8719917486542,a
396.84343851121287,308.9039721050539,a
397.4811697585898,309.2613214805914,a
411.4787831317827,374.56858157074726,a
409.98484099702154,324.3607896189861,a
372.6523183225036,326.8381859884687,a
400.6338009561364,335.57707551982134,a
391.82546460317235,336.983656635469,a
422.6054956899467,324.8852791096756,a
414.29546557632983,364.83774520717213,a
416.7912213097983,283.7446435418166,a
404.88422664198293,381.4757802370847,a
389.8822871223934,329.8273101797901,a
424.9613767497006,342.4687303584826,a
413.89780365677655,315.3747093357126,a
411.2584484193126,298.6586041060968,a
331.8213208581168,360.0918444039679,a
433.0107795956909,378.74880967102297,a
407.26214463151814,356.2011243680348,a
438.7606297730436,349.13440604909016,a
449.6181002120028,339.1403393232705,a
387.59362576746577,345.9102228122075,a
433.36280304957637,379.5158235504754,a
399.1282203444443,345.4986583877387,a
436.66241965463394,332.18559652532997,a
482.26759814329137,317.1406187761803,a
447.1114370847991,344.2797093028245,a
418.24285212871916,364.23153093324987,a
411.27166709805846,335.9528434583839,a
411.1428289416163,418.0000954066495,a
418.8215473538719,397.31308954120937,a
431.2104794641982,383.5876393341286,a
442.4871482750945,422.4665497959685,a
409.4085725598469,362.12851573258985,a
458.201273256677,398.2920457969935,a
470.8596612602742,382.5923262877048,a
473.3776617289292,366.70271818400903,a
417.709957307501,395.8675999771286,a
474.8347066163001,379.42203246809265,a
428.6754164114217,371.25283288396156,a
466.35873256883656,344.92054524327705,a
458.56962986755974,365.6188424346627,a
470.2986573347458,368.97720155097124,a
460.1604637234186,396.8267576606913,a
432.2157510892964,349.8185811287872,a
422.71829441675106,362.6778177292854,a
429.72128040841653,379.7525689998967,a
436.9367502688532,343.45954288399946,a
438.7612024397194,351.8841879961799,a
450.2182071935259,373.4965737455718,a
422.59570470737935,344.3139686958414,a
473.0589037261894,436.3055259628055,a
431.5542068143922,337.9910518348078,a
473.9657601957008,380.118211392842,a
419.2149094704191,360.7695631702031,a
478.7108813194577,360.9391083533586,a
434.55690697287145,322.44554024300567,a
497.2777885191581,371.8112863960598,a
396.7350230106159,337.753725205911,a
450.96128754765067,354.5118199289152,a
457.28337638340423,354.98372147004466,a
458.5581747561851,372.232446863059,a
466.6468377428296,330.50292353194493,a
481.8948907662127,313.6645281348624,a
432.35611792102713,348.9388263980975,a
468.5709985044752,322.5426833277156,a
466.6088264082471,335.1721270291597,a
456.1915716756015,326.25493988638823,a
499.6122548025535,356.0681004382287,a
430.2585689895441,302.0318259144346,a
520.0208138304864,290.921617001763,a
500.6887390180114,289.81598621436694,a
508.59237862747074,292.1215069531477,a
499.6552902056715,300.25536585653424,a
497.4304761577535,315.8334664753198,a
474.0170892028883,298.82885835717616,a
486.0490966848935,293.4477095379621,a
495.07563780675537,349.6083941392401,a
443.08692829789925,249.4604473025974,a
471.708179984223,311.55776539553506,a
521.0305110631385,281.59569703216226,a
505.4064429606932,263.00672842543645,a
510.82288201155944,256.8607956500606,a
512.0137433176642,261.89860174041263,a
471.14982599098175,249.49216793447835,a
477.0388545838002,325.2408968826944,a
499.39776921416393,320.37649987432627,a
535.8939894115323,311.00711643017735,a
454.3042944766499,275.04584745977434,a
506.6761264923916,343.12379695566017,a
547.4113457247054,284.7300906410296,a
535.8301891533903,309.1038159240477,a
556.3472019876862,322.2898335310077,a
514.4214584922244,314.86371938767815,a
541.6887946889167,349.43047423783423,a
518.6934922440981,290.8134471795777,a
556.2471152564893,315.6705637707298,a
481.7845668244845,311.044005000595,a
546.3332027115076,305.95751675209135,a
544.8766324696134,341.1311058250286,a
490.6134562786103,281.43979866740256,a
513.6986220584471,285.45262998093017,a
523.6659868311366,333.29133214445824,a
40.599333413725574,56.81830833852666,a
70.20919930323988,72.53227277765689,a
110.8018433752101,118.94821761044062,a
118.60497256319844,118.53680782576708,a
118.85984700398936,107.02470558558002,a
126.3666561515682,110.03090762047333,a
114.5057569608372,106.32041316287712,a
149.00557420684143,116.31092136592542,a
108.46965779765203,74.40648878190694,a
181.7326826044135,133.7349341673027,a
108.33721957859869,151.69590002464435,a
184.90392107690872,155.54741623999354,a
124.10666209847433,131.73377610463842,a
128.94786291962265,163.26709494718125,a
178.76148020396005,114.89301525212608,a
125.7801966356626,244.34731696284996,a
168.8634981365659,201.79212574485763,a
189.07682109238755,166.13193569237302,a
178.42169603855484,209.0572463961422,a
103.69903817532767,215.42460577284004,a
114.59447732990944,177.37264971651734,a
158.00820368412357,187.42127266913383,a
176.7720174832267,219.89896875110605,a
160.67636216446013,164.2715650545141,a
165.0332552715474,212.33532836279505,a
173.61046739247433,216.68082745642425,a
189.73109559702579,246.771589924637,a
153.3340710953676,239.4517121023751,a
149.32067553550036,233.04937531074955,a
176.08470865487783,249.28776247825635,a
161.99882831001517,265.62056657530024,a
143.06675592100362,264.4491986980379,a
132.84077920615567,242.60696324090338,a
149.1748038988578,235.75477054111263,a
190.25363397997677,264.1859563428892,a
189.58653180119762,263.2337802419916,a
209.81342523680343,236.39476743524153,a
202.03634822077458,295.1091311820666,a
138.70551794439126,259.05797093759304,a
178.12073713786532,276.0160945660608,a
188.25792867147356,296.4761248858525,a
194.9032804680352,323.98502193783156,a
425.79098066269023,326.7998866902253,a
393.4246929358693,256.76212001335773,a
436.8011808209291,317.09997864000854,a
457.6298372195296,332.4074561904196,a
466.9260433976498,317.47329922010925,a
467.73099280831127,352.3257812466456,a
482.51415461728885,336.80760312623204,a
496.89684010904875,337.46632431271803,a
503.1169550303821,370.1339808770614,a
510.4495368790535,314.9981480018158,a
522.8126329921868,356.6291425895501,a
539.1591136072982,372.31856495208916,a
532.79789061489,393.8973786858909,a
564.3099032368876,346.7370058954889,a
539.1421846744444,366.9573649285053,a
565.4593560814499,392.56847183684164,a
572.2613886871628,380.6099342870989,a
634.2163261379433,408.1373585377248,a
621.376028762559,387.03571483669566,a
610.6558503843082,408.04022656455584,a
624.3824390941057,385.47988019240927,a
609.684356569097,400.5312038781188,a
651.6936677615272,447.4828646351865,a
637.4320876729125,405.10672432532897,a
660.8447620387662,397.75756762327836,a
672.8497599206285,375.51319516544334,a
639.5684804541298,412.00469116475426,a
642.24623832853,434.8687419339958,a
693.1914251571508,462.27995853372585,a
711.9830917946618,414.9256678872282,a
699.5633865438042,416.00663632784256,a
685.6615022609867,449.1992092875471,a
690.5330220318258,506.8351373756892,a
727.312268164624,464.2329884568029,a
738.3281814509731,467.4446021782978,a
695.167823031532,459.3607667779821,a
732.5563602302052,437.23920132384626,a
745.1465985685212,473.9138530600153,a
682.6620362212127,450.4345574689968,a
761.8707347164703,473.92360419798814,a
668.8940614890337,481.2200042569339,a
734.3520641195563,466.8254218732881,a
670.7434873860741,509.70121073592225,a
680.2602798953496,506.12446019321726,a
738.9949111067355,485.28486122322624,a
688.2593231920308,518.0055055345098,a
719.3408535490324,498.01022042586396,a
652.0019174080909,494.27880990490223,a
686.4057535374961,522.9677126385028,a
749.3585941255841,528.6339926240897,a
682.3319252999579,475.3241969327005,a
726.8527527482498,519.2027836108647,a
651.9583682217859,449.99188412935314,a
681.5966402157021,467.4260252262639,a
689.2011341402388,457.49609160245456,a
692.1800602071082,466.91396169627006,a
690.4031558834646,436.50100957593725,a
657.054273465881,446.47580046375646,a
672.025361171531,423.4075005037066,a
658.1145741157445,479.99853051279445,a
730.5683500757025,457.5628633573284,a
682.8450390389603,457.2114855172207,a
679.8588720629117,469.8685447070026,a
671.70182944942,476.9770946618298,a
711.2723916310739,485.9417565735904,a
641.5957514382363,447.51773735149834,a
686.8048681424452,486.617887373455,a
632.6018071311457,412.85290441182906,a
673.408878598111,426.8065072233728,a
641.833307749697,481.707188140688,a
627.078137187432,460.7274009853248,a
637.2666106467694,443.2632805152867,a
640.2222526192661,442.92019812642235,a
651.261683365049,411.067290364703,a
653.4765373168249,427.45103072149254,a
662.0543803666678,389.3346602808441,a
636.0406747648636,396.1079230737544,a
633.4009620706901,463.98354435138276,a
595.5600960132882,423.59633639325466,a
605.2297162903062,428.1655940091648,a
588.0939943394461,444.7984426272395,a
630.5303336181103,431.47746943739867,a
598.970923712208,431.62134735677364,a
610.9677333493971,396.1187924356099,a
609.7454031104578,427.29589057784574,a
631.9905692048084,416.0052907784217,a
619.167608643496,375.9740213213122,a
576.5546303490888,392.0363218695326,a
586.0873266213274,438.07982539043985,a
616.8105154733664,392.61739473342334,a
558.4191405529895,394.459922165087,a
572.6497456228959,408.7698429195831,a
554.3603726839317,346.86130341613693,a
546.1832332830681,395.75471768536397,a
555.4706586795388,399.24984152719264,a
581.1696757944271,335.8919674408164,a
609.9946467207628,334.1639205371706,a
596.6100118389011,418.30267331338734,a
581.7333728317365,340.2363082708299,a
513.6104579725113,408.95716299214894,a
617.2687734313843,391.1865678700632,a
576.4893793993494,387.11381873024135,a
547.105498307505,406.63113401439284,a
569.5936857241114,395.29774820199646,a
568.3283669860464,363.27494907914263,a
539.7600044451901,383.67003306258283,a
524.3060461724556,380.80562343855917,a
514.9879842605419,340.27572298004964,a
547.5533010351097,335.7450856768786,a
548.10601916145,364.7118365328737,a
527.133752278855,371.188894655665,a
540.8836140775115,393.47078348420695,a
527.2802910045347,352.7776537380954,a
507.55869458197554,384.6430589292577,a
504.45506962635966,380.97549386066794,a
515.6196093379064,339.23825440046903,a
569.7672790166321,318.60130079654016,a
559.6828244878666,343.33978197269766,a
516.8943492303162,396.5721928817658,a
509.92760096067457,391.42734286421654,a
557.729021913135,322.8546060177223,a
529.0653250821149,357.4504696699887,a
545.8720011374792,308.65725945130316,a
558.4370805313267,386.01623752619446,a
532.6654431642546,303.4908128225967,a
508.97317102594457,371.6746732878212,a
521.1127514068025,334.20380835940165,a
537.683562894266,370.2689240369226,a
519.7140171912531,308.74839219802186,a
510.1992907414151,388.73062314072007,a
581.5962386984039,355.9404082506055,a
526.2382051947804,351.85992316899103,a
573.2074276446782,399.0205006820774,a
